"month","borough","day_type","trip_type","route_id","period","number_of_trips_passing_wait","number_of_scheduled_trips","wait_assessment"
"2021-03-01","Manhattan","2","LCL/LTD","M101","Off-Peak","6,993","10,108","69.182825%"
"2021-03-01","Manhattan","2","LCL/LTD","M101","Peak","2,284","3,244","70.40691%"
"2021-03-01","Manhattan","1","LCL/LTD","M102","Off-Peak","15,757","21,515","73.237276%"
"2021-03-01","Manhattan","1","LCL/LTD","M102","Peak","4,523","7,058","64.08331%"
"2021-03-01","Manhattan","2","LCL/LTD","M102","Off-Peak","4,672","5,708","81.850034%"
"2021-03-01","Manhattan","2","LCL/LTD","M102","Peak","1,704","2,171","78.48918%"
"2021-03-01","Manhattan","1","LCL/LTD","M103","Off-Peak","13,974","19,177","72.86854%"
"2021-03-01","Manhattan","1","LCL/LTD","M103","Peak","4,323","6,886","62.77955%"
"2021-03-01","Manhattan","2","LCL/LTD","M103","Off-Peak","4,342","5,638","77.013123%"
"2021-03-01","Manhattan","2","LCL/LTD","M103","Peak","1,523","2,037","74.766815%"
"2021-03-01","Manhattan","1","LCL/LTD","M104","Off-Peak","13,083","16,095","81.286114%"
"2021-03-01","Manhattan","1","LCL/LTD","M104","Peak","4,292","5,692","75.40408%"
"2021-03-01","Manhattan","2","LCL/LTD","M104","Off-Peak","7,073","8,355","84.65589%"
"2021-03-01","Manhattan","2","LCL/LTD","M104","Peak","2,435","2,867","84.93199%"
"2021-03-01","Manhattan","1","LCL/LTD","M106","Off-Peak","3,336","4,113","81.10868%"
"2021-03-01","Manhattan","1","LCL/LTD","M106","Peak","2,703","3,438","78.62129%"
"2021-03-01","Manhattan","2","LCL/LTD","M106","Off-Peak","782","868","90.092164%"
"2021-03-01","Manhattan","2","LCL/LTD","M106","Peak","324","384","84.375%"
"2021-03-01","Manhattan","1","LCL/LTD","M11","Off-Peak","27,144","32,520","83.468634%"
"2021-03-01","Manhattan","1","LCL/LTD","M11","Peak","10,662","14,110","75.56343%"
"2021-03-01","Manhattan","2","LCL/LTD","M11","Off-Peak","6,716","8,770","76.57925%"
"2021-03-01","Manhattan","2","LCL/LTD","M11","Peak","3,003","3,677","81.66984%"
"2021-03-01","Manhattan","1","LCL/LTD","M116","Off-Peak","15,109","17,581","85.939366%"
"2021-03-01","Manhattan","1","LCL/LTD","M116","Peak","7,374","9,149","80.598974%"
"2021-03-01","Manhattan","2","LCL/LTD","M116","Off-Peak","3,711","4,358","85.15374%"
"2021-03-01","Manhattan","2","LCL/LTD","M116","Peak","1,492","1,740","85.74713%"
"2021-03-01","Manhattan","1","LCL/LTD","M12","Off-Peak","2,373","2,649","89.58097%"
"2021-03-01","Manhattan","1","LCL/LTD","M12","Peak","1,032","1,283","80.436474%"
"2021-03-01","Manhattan","2","LCL/LTD","M12","Off-Peak","888","984","90.2439%"
"2021-03-01","Manhattan","2","LCL/LTD","M12","Peak","442","480","92.083335%"
"2021-03-01","Manhattan","1","SBS","M14A+","Off-Peak","3,907","4,884","79.995906%"
"2021-03-01","Manhattan","1","SBS","M14A+","Peak","1,522","2,122","71.72479%"
"2021-03-01","Manhattan","2","SBS","M14A+","Off-Peak","1,123","1,376","81.613374%"
"2021-03-01","Manhattan","2","SBS","M14A+","Peak","406","489","83.02658%"
"2021-03-01","Manhattan","1","SBS","M14D+","Off-Peak","10,221","11,808","86.55996%"
"2021-03-01","Manhattan","1","SBS","M14D+","Peak","4,694","5,735","81.8483%"
"2021-03-01","Manhattan","2","SBS","M14D+","Off-Peak","2,859","3,180","89.90566%"
"2021-03-01","Manhattan","2","SBS","M14D+","Peak","965","1,075","89.767444%"
"2021-03-01","Manhattan","1","LCL/LTD","M15","Off-Peak","30,644","39,873","76.854014%"
"2021-03-01","Manhattan","1","LCL/LTD","M15","Peak","8,349","12,261","68.093956%"
"2021-03-01","Manhattan","2","LCL/LTD","M15","Off-Peak","9,077","12,002","75.62906%"
"2021-03-01","Manhattan","2","LCL/LTD","M15","Peak","2,810","3,483","80.677575%"
"2021-03-01","Manhattan","1","SBS","M15+","Off-Peak","10,479","12,757","82.14314%"
"2021-03-01","Manhattan","1","SBS","M15+","Peak","5,539","7,401","74.84124%"
"2021-03-01","Manhattan","2","SBS","M15+","Off-Peak","2,480","3,235","76.661515%"
"2021-03-01","Manhattan","2","SBS","M15+","Peak","1,010","1,271","79.46499%"
"2021-03-01","Manhattan","1","LCL/LTD","M2","Off-Peak","11,650","14,637","79.59281%"
"2021-03-01","Manhattan","1","LCL/LTD","M2","Peak","4,272","5,695","75.013167%"
"2021-03-01","Manhattan","2","LCL/LTD","M2","Off-Peak","3,258","4,084","79.77473%"
"2021-03-01","Manhattan","2","LCL/LTD","M2","Peak","1,171","1,380","84.855074%"
"2021-03-01","Manhattan","1","LCL/LTD","M20","Off-Peak","6,296","7,615","82.678926%"
"2021-03-01","Manhattan","1","LCL/LTD","M20","Peak","2,447","3,393","72.11907%"
"2021-03-01","Manhattan","2","LCL/LTD","M20","Off-Peak","2,691","3,446","78.09054%"
"2021-03-01","Manhattan","2","LCL/LTD","M20","Peak","913","1,161","78.6391%"
"2021-03-01","Manhattan","1","LCL/LTD","M21","Off-Peak","4,084","4,741","86.142164%"
"2021-03-01","Manhattan","1","LCL/LTD","M21","Peak","2,152","2,900","74.206895%"
"2021-03-01","Manhattan","2","LCL/LTD","M21","Off-Peak","1,183","1,412","83.78187%"
"2021-03-01","Manhattan","2","LCL/LTD","M21","Peak","510","627","81.33971%"
"2021-03-01","Manhattan","1","LCL/LTD","M22","Off-Peak","4,274","4,709","90.76237%"
"2021-03-01","Manhattan","1","LCL/LTD","M22","Peak","1,983","2,639","75.1421%"
"2021-03-01","Manhattan","2","LCL/LTD","M22","Off-Peak","1,121","1,265","88.616604%"
"2021-03-01","Manhattan","2","LCL/LTD","M22","Peak","496","565","87.78761%"
"2021-03-01","Manhattan","1","SBS","M23+","Off-Peak","3,894","4,287","90.83275%"
"2021-03-01","Manhattan","1","SBS","M23+","Peak","1,557","1,816","85.737884%"
"2021-03-01","Manhattan","2","SBS","M23+","Off-Peak","1,098","1,185","92.65823%"
"2021-03-01","Manhattan","2","SBS","M23+","Peak","365","395","92.40506%"
"2021-03-01","Manhattan","1","LCL/LTD","M3","Off-Peak","15,398","19,061","80.78275%"
"2021-03-01","Manhattan","1","LCL/LTD","M3","Peak","4,814","6,580","73.161095%"
"2021-03-01","Manhattan","2","LCL/LTD","M3","Off-Peak","4,561","5,712","79.84944%"
"2021-03-01","Manhattan","2","LCL/LTD","M3","Peak","1,569","1,991","78.80462%"
"2021-03-01","Manhattan","1","LCL/LTD","M31","Off-Peak","11,935","13,701","87.11043%"
"2021-03-01","Manhattan","1","LCL/LTD","M31","Peak","5,163","6,786","76.08311%"
"2021-03-01","Manhattan","2","LCL/LTD","M31","Off-Peak","3,529","3,977","88.73523%"
"2021-03-01","Manhattan","2","LCL/LTD","M31","Peak","1,393","1,528","91.16492%"
"2021-03-01","Manhattan","1","SBS","M34+","Off-Peak","4,233","4,825","87.73057%"
"2021-03-01","Manhattan","1","SBS","M34+","Peak","1,958","2,473","79.17509%"
"2021-03-01","Manhattan","2","SBS","M34+","Off-Peak","843","907","92.94377%"
"2021-03-01","Manhattan","2","SBS","M34+","Peak","341","376","90.69149%"
"2021-03-01","Manhattan","1","SBS","M34A+","Off-Peak","3,895","4,411","88.301975%"
"2021-03-01","Manhattan","1","SBS","M34A+","Peak","1,900","2,451","77.51938%"
"2021-03-01","Manhattan","2","SBS","M34A+","Off-Peak","968","1,106","87.5226%"
"2021-03-01","Manhattan","2","SBS","M34A+","Peak","362","418","86.60287%"
"2021-03-01","Manhattan","1","LCL/LTD","M35","Off-Peak","1,782","2,670","66.741574%"
"2021-03-01","Manhattan","1","LCL/LTD","M35","Peak","565","1,031","54.801166%"
"2021-03-01","Manhattan","2","LCL/LTD","M35","Off-Peak","531","753","70.51793%"
"2021-03-01","Manhattan","2","LCL/LTD","M35","Peak","211","297","71.04377%"
"2021-03-01","Manhattan","1","LCL/LTD","M4","Off-Peak","20,884","30,023","69.560003%"
"2021-03-01","Manhattan","1","LCL/LTD","M4","Peak","7,939","11,982","66.25772%"
"2021-03-01","Manhattan","2","LCL/LTD","M4","Off-Peak","4,872","7,256","67.14443%"
"2021-03-01","Manhattan","2","LCL/LTD","M4","Peak","1,850","2,674","69.184744%"
"2021-03-01","Manhattan","1","LCL/LTD","M42","Off-Peak","6,993","8,037","87.01008%"
"2021-03-01","Manhattan","1","LCL/LTD","M42","Peak","3,481","4,318","80.61603%"
"2021-03-01","Manhattan","2","LCL/LTD","M42","Off-Peak","1,655","1,894","87.3812%"
"2021-03-01","Manhattan","2","LCL/LTD","M42","Peak","577","655","88.091606%"
"2021-03-01","Manhattan","1","LCL/LTD","M5","Off-Peak","13,279","16,005","82.967824%"
"2021-03-01","Manhattan","1","LCL/LTD","M5","Peak","4,704","6,475","72.64865%"
"2021-03-01","Manhattan","2","LCL/LTD","M5","Off-Peak","4,461","5,390","82.76438%"
"2021-03-01","Manhattan","2","LCL/LTD","M5","Peak","1,763","2,045","86.21027%"
"2021-03-01","Manhattan","1","LCL/LTD","M50","Off-Peak","5,305","5,968","88.89075%"
"2021-03-01","Manhattan","1","LCL/LTD","M50","Peak","2,404","3,064","78.45953%"
"2021-03-01","Manhattan","2","LCL/LTD","M50","Off-Peak","1,196","1,334","89.65517%"
"2021-03-01","Manhattan","2","LCL/LTD","M50","Peak","516","550","93.81818%"
"2021-03-01","Manhattan","1","LCL/LTD","M55","Off-Peak","6,242","7,477","83.48268%"
"2021-03-01","Manhattan","1","LCL/LTD","M55","Peak","2,180","2,947","73.97353%"
"2021-03-01","Manhattan","2","LCL/LTD","M55","Off-Peak","2,472","2,815","87.81527%"
"2021-03-01","Manhattan","2","LCL/LTD","M55","Peak","956","1,112","85.971224%"
"2021-03-01","Manhattan","1","LCL/LTD","M57","Off-Peak","7,994","9,203","86.86298%"
"2021-03-01","Manhattan","1","LCL/LTD","M57","Peak","4,147","5,159","80.383795%"
"2021-03-01","Manhattan","2","LCL/LTD","M57","Off-Peak","2,165","2,742","78.95697%"
"2021-03-01","Manhattan","2","LCL/LTD","M57","Peak","963","1,143","84.25197%"
"2021-03-01","Manhattan","1","SBS","M60+","Off-Peak","3,599","4,493","80.102384%"
"2021-03-01","Manhattan","1","SBS","M60+","Peak","1,192","1,598","74.59324%"
"2021-03-01","Manhattan","2","SBS","M60+","Off-Peak","1,203","1,489","80.79248%"
"2021-03-01","Manhattan","2","SBS","M60+","Peak","370","445","83.146065%"
"2021-03-01","Manhattan","1","LCL/LTD","M66","Off-Peak","7,179","8,972","80.015606%"
"2021-03-01","Manhattan","1","LCL/LTD","M66","Peak","4,354","5,902","73.7716%"
"2021-03-01","Manhattan","2","LCL/LTD","M66","Off-Peak","2,108","2,361","89.2842%"
"2021-03-01","Manhattan","2","LCL/LTD","M66","Peak","758","876","86.52968%"
"2021-03-01","Manhattan","1","LCL/LTD","M7","Off-Peak","18,517","26,530","69.796455%"
"2021-03-01","Manhattan","1","LCL/LTD","M7","Peak","5,478","8,606","63.653266%"
"2021-03-01","Manhattan","2","LCL/LTD","M7","Off-Peak","5,327","8,269","64.42133%"
"2021-03-01","Manhattan","2","LCL/LTD","M7","Peak","2,037","3,038","67.05069%"
"2021-03-01","Manhattan","1","LCL/LTD","M72","Off-Peak","7,692","9,001","85.45717%"
"2021-03-01","Manhattan","1","LCL/LTD","M72","Peak","3,036","4,084","74.338883%"
"2021-03-01","Manhattan","2","LCL/LTD","M72","Off-Peak","1,357","1,785","76.02241%"
"2021-03-01","Manhattan","2","LCL/LTD","M72","Peak","550","657","83.713853%"
"2021-03-01","Manhattan","1","SBS","M79+","Off-Peak","4,162","4,698","88.59089%"
"2021-03-01","Manhattan","1","SBS","M79+","Peak","2,193","2,595","84.50867%"
"2021-03-01","Manhattan","2","SBS","M79+","Off-Peak","1,154","1,303","88.56485%"
"2021-03-01","Manhattan","2","SBS","M79+","Peak","406","459","88.45316%"
"2021-03-01","Manhattan","1","LCL/LTD","M8","Off-Peak","5,119","6,051","84.59759%"
"2021-03-01","Manhattan","1","LCL/LTD","M8","Peak","2,916","3,702","78.768235%"
"2021-03-01","Manhattan","2","LCL/LTD","M8","Off-Peak","1,212","1,477","82.05823%"
"2021-03-01","Manhattan","2","LCL/LTD","M8","Peak","480","577","83.18891%"
"2021-03-01","Manhattan","1","SBS","M86+","Off-Peak","4,914","5,667","86.712545%"
"2021-03-01","Manhattan","1","SBS","M86+","Peak","2,572","3,105","82.834136%"
"2021-03-01","Manhattan","2","SBS","M86+","Off-Peak","1,439","1,593","90.332705%"
"2021-03-01","Manhattan","2","SBS","M86+","Peak","475","534","88.951313%"
"2021-03-01","Manhattan","1","LCL/LTD","M9","Off-Peak","9,689","11,503","84.2302%"
"2021-03-01","Manhattan","1","LCL/LTD","M9","Peak","5,071","6,605","76.77517%"
"2021-03-01","Manhattan","2","LCL/LTD","M9","Off-Peak","2,553","3,190","80.03135%"
"2021-03-01","Manhattan","2","LCL/LTD","M9","Peak","890","1,122","79.322636%"
"2021-03-01","Manhattan","1","LCL/LTD","M96","Off-Peak","18,349","20,699","88.646793%"
"2021-03-01","Manhattan","1","LCL/LTD","M96","Peak","8,821","10,998","80.205494%"
"2021-03-01","Manhattan","2","LCL/LTD","M96","Off-Peak","3,918","4,466","87.729514%"
"2021-03-01","Manhattan","2","LCL/LTD","M96","Peak","1,343","1,610","83.41615%"
"2021-03-01","Manhattan","1","LCL/LTD","M98","Off-Peak","294","336","87.5%"
"2021-03-01","Manhattan","1","LCL/LTD","M98","Peak","533","700","76.14286%"
"2021-03-01","Queens","1","LCL/LTD","Q1","Off-Peak","11,882","13,333","89.11723%"
"2021-03-01","Queens","1","LCL/LTD","Q1","Peak","4,849","5,874","82.55022%"
"2021-03-01","Queens","2","LCL/LTD","Q1","Off-Peak","3,107","3,766","82.50133%"
"2021-03-01","Queens","2","LCL/LTD","Q1","Peak","1,160","1,335","86.89138%"
"2021-03-01","Queens","1","LCL/LTD","Q10","Off-Peak","18,725","22,037","84.97073%"
"2021-03-01","Queens","1","LCL/LTD","Q10","Peak","7,114","10,053","70.764947%"
"2021-03-01","Queens","2","LCL/LTD","Q10","Off-Peak","4,539","6,130","74.045676%"
"2021-03-01","Queens","2","LCL/LTD","Q10","Peak","1,734","2,376","72.979796%"
"2021-03-01","Queens","1","LCL/LTD","Q100","Off-Peak","4,016","4,723","85.0307%"
"2021-03-01","Queens","1","LCL/LTD","Q100","Peak","1,626","2,001","81.25937%"
"2021-03-01","Queens","2","LCL/LTD","Q100","Off-Peak","1,448","1,706","84.876907%"
"2021-03-01","Queens","2","LCL/LTD","Q100","Peak","500","617","81.037277%"
"2021-03-01","Queens","1","LCL/LTD","Q101","Off-Peak","3,850","4,544","84.727114%"
"2021-03-01","Queens","1","LCL/LTD","Q101","Peak","1,621","2,241","72.333777%"
"2021-03-01","Queens","2","LCL/LTD","Q101","Off-Peak","1,089","1,290","84.418607%"
"2021-03-01","Queens","2","LCL/LTD","Q101","Peak","388","440","88.18182%"
"2021-03-01","Queens","1","LCL/LTD","Q102","Off-Peak","3,559","4,257","83.60348%"
"2021-03-01","Queens","1","LCL/LTD","Q102","Peak","1,165","1,498","77.77036%"
"2021-03-01","Queens","2","LCL/LTD","Q102","Off-Peak","1,118","1,358","82.32695%"
"2021-03-01","Queens","2","LCL/LTD","Q102","Peak","317","365","86.849314%"
"2021-03-01","Queens","1","LCL/LTD","Q103","Off-Peak","891","967","92.14064%"
"2021-03-01","Queens","1","LCL/LTD","Q103","Peak","591","697","84.791964%"
"2021-03-01","Queens","2","LCL/LTD","Q103","Off-Peak","234","245","95.5102%"
"2021-03-01","Queens","2","LCL/LTD","Q103","Peak","120","134","89.55224%"
"2021-03-01","Queens","1","LCL/LTD","Q104","Off-Peak","979","1,078","90.816325%"
"2021-03-01","Queens","1","LCL/LTD","Q104","Peak","522","625","83.52%"
"2021-03-01","Queens","2","LCL/LTD","Q104","Off-Peak","268","287","93.37979%"
"2021-03-01","Queens","2","LCL/LTD","Q104","Peak","109","119","91.59664%"
"2021-03-01","Queens","1","LCL/LTD","Q11","Off-Peak","5,056","7,027","71.951044%"
"2021-03-01","Queens","1","LCL/LTD","Q11","Peak","2,766","4,442","62.269247%"
"2021-03-01","Queens","2","LCL/LTD","Q11","Off-Peak","1,334","1,844","72.342736%"
"2021-03-01","Queens","2","LCL/LTD","Q11","Peak","460","629","73.131955%"
"2021-03-01","Queens","1","LCL/LTD","Q110","Off-Peak","10,426","13,876","75.13693%"
"2021-03-01","Queens","1","LCL/LTD","Q110","Peak","5,100","7,444","68.51155%"
"2021-03-01","Queens","2","LCL/LTD","Q110","Off-Peak","2,435","3,475","70.07194%"
"2021-03-01","Queens","2","LCL/LTD","Q110","Peak","695","1,151","60.382277%"
"2021-03-01","Queens","1","LCL/LTD","Q111","Off-Peak","12,852","17,142","74.97375%"
"2021-03-01","Queens","1","LCL/LTD","Q111","Peak","6,085","8,443","72.07154%"
"2021-03-01","Queens","2","LCL/LTD","Q111","Off-Peak","3,770","5,216","72.277606%"
"2021-03-01","Queens","2","LCL/LTD","Q111","Peak","1,443","2,033","70.97885%"
"2021-03-01","Queens","1","LCL/LTD","Q112","Off-Peak","6,083","8,217","74.02945%"
"2021-03-01","Queens","1","LCL/LTD","Q112","Peak","3,916","5,765","67.927146%"
"2021-03-01","Queens","2","LCL/LTD","Q112","Off-Peak","1,178","2,037","57.83014%"
"2021-03-01","Queens","2","LCL/LTD","Q112","Peak","599","990","60.50505%"
"2021-03-01","Queens","1","LCL/LTD","Q113","Off-Peak","3,830","5,474","69.967115%"
"2021-03-01","Queens","1","LCL/LTD","Q113","Peak","2,231","3,656","61.022973%"
"2021-03-01","Queens","2","LCL/LTD","Q113","Off-Peak","949","1,349","70.348406%"
"2021-03-01","Queens","2","LCL/LTD","Q113","Peak","413","597","69.17923%"
"2021-03-01","Queens","1","LCL/LTD","Q114","Off-Peak","6,105","9,825","62.13741%"
"2021-03-01","Queens","1","LCL/LTD","Q114","Peak","2,303","3,621","63.601214%"
"2021-03-01","Queens","2","LCL/LTD","Q114","Off-Peak","1,735","3,440","50.436044%"
"2021-03-01","Queens","2","LCL/LTD","Q114","Peak","578","984","58.739835%"
"2021-03-01","Queens","1","LCL/LTD","Q12","Off-Peak","11,555","13,748","84.04859%"
"2021-03-01","Queens","1","LCL/LTD","Q12","Peak","4,137","5,282","78.32261%"
"2021-03-01","Queens","2","LCL/LTD","Q12","Off-Peak","3,487","4,440","78.536034%"
"2021-03-01","Queens","2","LCL/LTD","Q12","Peak","1,248","1,618","77.13226%"
"2021-03-01","Queens","1","LCL/LTD","Q13","Off-Peak","9,386","11,429","82.12442%"
"2021-03-01","Queens","1","LCL/LTD","Q13","Peak","4,027","5,495","73.284805%"
"2021-03-01","Queens","2","LCL/LTD","Q13","Off-Peak","2,822","3,334","84.64307%"
"2021-03-01","Queens","2","LCL/LTD","Q13","Peak","1,023","1,156","88.49481%"
"2021-03-01","Queens","1","LCL/LTD","Q15","Off-Peak","3,651","4,181","87.323606%"
"2021-03-01","Queens","1","LCL/LTD","Q15","Peak","1,968","2,408","81.727576%"
"2021-03-01","Queens","2","LCL/LTD","Q15","Off-Peak","851","991","85.87285%"
"2021-03-01","Queens","2","LCL/LTD","Q15","Peak","429","446","96.18834%"
"2021-03-01","Queens","1","LCL/LTD","Q15A","Off-Peak","4,307","5,079","84.80016%"
"2021-03-01","Queens","1","LCL/LTD","Q15A","Peak","2,362","2,992","78.94385%"
"2021-03-01","Queens","2","LCL/LTD","Q15A","Off-Peak","1,062","1,257","84.48687%"
"2021-03-01","Queens","2","LCL/LTD","Q15A","Peak","428","506","84.58498%"
"2021-03-01","Queens","1","LCL/LTD","Q16","Off-Peak","6,827","7,592","89.9236%"
"2021-03-01","Queens","1","LCL/LTD","Q16","Peak","3,944","4,559","86.5102%"
"2021-03-01","Queens","2","LCL/LTD","Q16","Off-Peak","1,593","2,014","79.096323%"
"2021-03-01","Queens","2","LCL/LTD","Q16","Peak","585","747","78.313255%"
"2021-03-01","Queens","1","LCL/LTD","Q17","Off-Peak","21,429","26,907","79.640985%"
"2021-03-01","Queens","1","LCL/LTD","Q17","Peak","6,977","10,722","65.071815%"
"2021-03-01","Queens","2","LCL/LTD","Q17","Off-Peak","8,537","10,557","80.865777%"
"2021-03-01","Queens","2","LCL/LTD","Q17","Peak","3,135","3,883","80.73654%"
"2021-03-01","Queens","1","LCL/LTD","Q18","Off-Peak","6,211","7,191","86.37185%"
"2021-03-01","Queens","1","LCL/LTD","Q18","Peak","3,556","4,683","75.93423%"
"2021-03-01","Queens","2","LCL/LTD","Q18","Off-Peak","1,698","2,057","82.547396%"
"2021-03-01","Queens","2","LCL/LTD","Q18","Peak","596","717","83.12413%"
"2021-03-01","Queens","1","LCL/LTD","Q19","Off-Peak","4,253","5,136","82.80763%"
"2021-03-01","Queens","1","LCL/LTD","Q19","Peak","2,077","2,896","71.71961%"
"2021-03-01","Queens","2","LCL/LTD","Q19","Off-Peak","947","1,104","85.77899%"
"2021-03-01","Queens","2","LCL/LTD","Q19","Peak","475","547","86.83729%"
"2021-03-01","Queens","1","LCL/LTD","Q2","Off-Peak","13,925","16,496","84.414405%"
"2021-03-01","Queens","1","LCL/LTD","Q2","Peak","5,406","7,053","76.648235%"
"2021-03-01","Queens","2","LCL/LTD","Q2","Off-Peak","4,085","4,746","86.07248%"
"2021-03-01","Queens","2","LCL/LTD","Q2","Peak","1,453","1,639","88.651615%"
"2021-03-01","Queens","1","LCL/LTD","Q20A","Off-Peak","10,483","12,566","83.423525%"
"2021-03-01","Queens","1","LCL/LTD","Q20A","Peak","3,537","4,844","73.01817%"
"2021-03-01","Queens","2","LCL/LTD","Q20A","Off-Peak","5,503","6,518","84.42774%"
"2021-03-01","Queens","2","LCL/LTD","Q20A","Peak","1,890","2,222","85.058504%"
"2021-03-01","Queens","1","LCL/LTD","Q20B","Off-Peak","7,543","9,187","82.10515%"
"2021-03-01","Queens","1","LCL/LTD","Q20B","Peak","3,488","4,838","72.095907%"
"2021-03-01","Queens","1","LCL/LTD","Q21","Off-Peak","4,124","5,647","73.02993%"
"2021-03-01","Queens","1","LCL/LTD","Q21","Peak","1,557","2,459","63.31842%"
"2021-03-01","Queens","2","LCL/LTD","Q21","Off-Peak","1,427","1,932","73.861283%"
"2021-03-01","Queens","2","LCL/LTD","Q21","Peak","697","860","81.04651%"
"2021-03-01","Queens","1","LCL/LTD","Q22","Off-Peak","4,968","6,579","75.512993%"
"2021-03-01","Queens","1","LCL/LTD","Q22","Peak","1,468","2,139","68.6302%"
"2021-03-01","Queens","2","LCL/LTD","Q22","Off-Peak","1,522","1,795","84.79109%"
"2021-03-01","Queens","2","LCL/LTD","Q22","Peak","503","617","81.5235%"
"2021-03-01","Queens","1","LCL/LTD","Q23","Off-Peak","11,075","13,584","81.52974%"
"2021-03-01","Queens","1","LCL/LTD","Q23","Peak","5,292","6,977","75.84922%"
"2021-03-01","Queens","2","LCL/LTD","Q23","Off-Peak","3,242","3,904","83.04303%"
"2021-03-01","Queens","2","LCL/LTD","Q23","Peak","1,227","1,503","81.636727%"
"2021-03-01","Queens","1","LCL/LTD","Q24","Off-Peak","15,661","23,227","67.42584%"
"2021-03-01","Queens","1","LCL/LTD","Q24","Peak","5,473","9,554","57.28491%"
"2021-03-01","Queens","2","LCL/LTD","Q24","Off-Peak","4,251","6,575","64.65399%"
"2021-03-01","Queens","2","LCL/LTD","Q24","Peak","1,338","2,046","65.39589%"
"2021-03-01","Queens","1","LCL/LTD","Q25","Off-Peak","12,818","15,810","81.07527%"
"2021-03-01","Queens","1","LCL/LTD","Q25","Peak","8,225","11,292","72.839177%"
"2021-03-01","Queens","2","LCL/LTD","Q25","Off-Peak","3,141","3,696","84.983766%"
"2021-03-01","Queens","2","LCL/LTD","Q25","Peak","1,041","1,223","85.11856%"
"2021-03-01","Queens","1","LCL/LTD","Q26","Off-Peak","1,295","1,529","84.69588%"
"2021-03-01","Queens","1","LCL/LTD","Q26","Peak","2,117","2,651","79.85666%"
"2021-03-01","Queens","1","LCL/LTD","Q27","Off-Peak","43,133","50,596","85.249823%"
"2021-03-01","Queens","1","LCL/LTD","Q27","Peak","19,296","25,238","76.456136%"
"2021-03-01","Queens","2","LCL/LTD","Q27","Off-Peak","10,547","12,162","86.72093%"
"2021-03-01","Queens","2","LCL/LTD","Q27","Peak","4,053","4,614","87.84135%"
"2021-03-01","Queens","1","LCL/LTD","Q28","Off-Peak","11,829","14,535","81.38287%"
"2021-03-01","Queens","1","LCL/LTD","Q28","Peak","5,283","7,217","73.202163%"
"2021-03-01","Queens","2","LCL/LTD","Q28","Off-Peak","3,423","4,108","83.32522%"
"2021-03-01","Queens","2","LCL/LTD","Q28","Peak","1,322","1,632","81.0049%"
"2021-03-01","Queens","1","LCL/LTD","Q29","Off-Peak","3,278","3,959","82.798684%"
"2021-03-01","Queens","1","LCL/LTD","Q29","Peak","1,906","2,492","76.48475%"
"2021-03-01","Queens","2","LCL/LTD","Q29","Off-Peak","1,048","1,248","83.97436%"
"2021-03-01","Queens","2","LCL/LTD","Q29","Peak","454","511","88.8454%"
"2021-03-01","Queens","1","LCL/LTD","Q3","Off-Peak","19,349","24,186","80.00083%"
"2021-03-01","Queens","1","LCL/LTD","Q3","Peak","6,812","10,107","67.398834%"
"2021-03-01","Queens","2","LCL/LTD","Q3","Off-Peak","5,965","7,270","82.04952%"
"2021-03-01","Queens","2","LCL/LTD","Q3","Peak","1,578","1,986","79.45619%"
"2021-03-01","Queens","1","LCL/LTD","Q30","Off-Peak","21,719","26,489","81.992525%"
"2021-03-01","Queens","1","LCL/LTD","Q30","Peak","8,644","11,602","74.504393%"
"2021-03-01","Queens","2","LCL/LTD","Q30","Off-Peak","3,042","3,662","83.06936%"
"2021-03-01","Queens","2","LCL/LTD","Q30","Peak","1,226","1,438","85.257304%"
"2021-03-01","Queens","1","LCL/LTD","Q31","Off-Peak","11,579","14,301","80.966365%"
"2021-03-01","Queens","1","LCL/LTD","Q31","Peak","6,831","9,177","74.43609%"
"2021-03-01","Queens","2","LCL/LTD","Q31","Off-Peak","1,311","1,779","73.693085%"
"2021-03-01","Queens","2","LCL/LTD","Q31","Peak","623","850","73.294115%"
"2021-03-01","Queens","1","LCL/LTD","Q32","Off-Peak","11,490","16,269","70.625114%"
"2021-03-01","Queens","1","LCL/LTD","Q32","Peak","3,860","6,095","63.330597%"
"2021-03-01","Queens","2","LCL/LTD","Q32","Off-Peak","3,400","5,094","66.74519%"
"2021-03-01","Queens","2","LCL/LTD","Q32","Peak","1,174","1,667","70.425916%"
"2021-03-01","Queens","1","LCL/LTD","Q33","Off-Peak","9,725","11,283","86.19162%"
"2021-03-01","Queens","1","LCL/LTD","Q33","Peak","3,526","4,825","73.07772%"
"2021-03-01","Queens","2","LCL/LTD","Q33","Off-Peak","2,494","2,859","87.2333%"
"2021-03-01","Queens","2","LCL/LTD","Q33","Peak","753","926","81.317496%"
"2021-03-01","Queens","1","LCL/LTD","Q34","Off-Peak","4,708","5,805","81.102496%"
"2021-03-01","Queens","1","LCL/LTD","Q34","Peak","1,407","2,068","68.03675%"
"2021-03-01","Queens","1","LCL/LTD","Q35","Off-Peak","5,925","7,464","79.38103%"
"2021-03-01","Queens","1","LCL/LTD","Q35","Peak","2,187","3,559","61.449844%"
"2021-03-01","Queens","2","LCL/LTD","Q35","Off-Peak","2,437","3,019","80.722094%"
"2021-03-01","Queens","2","LCL/LTD","Q35","Peak","893","1,053","84.805316%"
"2021-03-01","Queens","1","LCL/LTD","Q36","Off-Peak","21,100","23,743","88.868296%"
